state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
VA,2023-03,481645413.62000006,6575755,3747720,6140
NJ,2019-07,480836551.7499999,7794689,5363199,6843
NC,2022-11,480753720.1800001,12530479,8074871,8269
NJ,2018-08,480517679.7999999,7961707,5372707,6857
NJ,2018-11,480269009.66000015,7407478,4850162,6893
FL,2022-03,480049944.1000001,17352456,8821684,12610
MO,2024-05,479924444.26,4968341,1606287,4312
OH,2024-11,479821077.83,8513638,5919859,6782
VA,2024-04,479813130.93,5862853,3327954,5932
VA,2024-03,479523315.16,5959825,3358737,5939
NC,2023-04,478920944.4199999,12368433,7801882,8327
OH,2022-03,478879877.78000003,11142515,7403988,8858
AZ,2023-10,478737029.51,7558110,4347810,4301
MI,2021-03,478553953.6,8837808,5857676,7864
NJ,2021-02,478346632.81,8010328,5582838,6968
MI,2021-12,478225107.47,8339937,5428865,7425
FL,2021-06,477899839.2099997,12831461,7274508,11317
FL,2021-04,477725673.04,12934472,7236913,11612
NC,2023-01,477447042.63,12968502,8352142,8394
NJ,2019-06,477261499.28000003,7654574,5118694,6888
MO,2024-04,476934285.78,5029611,1647385,4379
PA,2021-06,476597813.77000004,7574297,5184446,13386
VA,2023-08,476178439.4,6387329,3629998,6080
PA,2021-07,475693510.6899999,7410392,5071312,13185
AZ,2024-01,475170084.84000003,7356232,4339901,4203
MO,2023-10,474930436.0800001,5007312,1732770,4408
PA,2022-06,474877087.5,5590712,3577644,11596
PA,2022-04,474665714.90999997,5786536,3660903,11608
AZ,2022-06,474093538.51,7362732,4321927,4417
MO,2023-08,473927439.25,5070783,1754452,4391
MO,2024-03,472969886.6700001,5012686,1650692,4367
PA,2024-11,471656601.36,4797188,3231470,11179
MI,2021-08,471030201.12000006,8362810,5542792,7676
FL,2024-07,470926248.47,10868188,5951530,10771
FL,2022-04,470785776.19999987,15935906,8373618,12339
VA,2024-09,470739017.22,5175461,2873540,5452
FL,2019-10,470042879.5800001,13163158,7273517,11128
AZ,2023-07,469750128.36999995,7182695,4171004,4270
VA,2024-01,469678470.43000007,5864703,3210947,5552
NJ,2018-12,469598382.11999995,7076813,4621452,6707
AZ,2024-08,469050676.2399999,7325490,4253164,4109
AZ,2022-03,468348418.2099999,8152911,4659820,4530
FL,2023-12,467942023.3000001,11341579,6189402,11364
NJ,2019-02,467913085.06,7430413,4994598,6758
AZ,2024-05,467603532.0399999,7322401,4279889,4141
VA,2023-11,467165574.25000006,5962211,3402908,5909
AZ,2022-05,466776409.76000005,7448040,4339807,4430
MO,2024-01,465883446.65,4960253,1650837,4346
FL,2020-11,465710277.77999985,11494938,6139888,10604
MI,2021-09,465639071.12000006,8448394,5693012,7535
NJ,2020-08,465458779.5600001,8067790,5765321,6727
VA,2024-07,465345560.6,5247194,2865636,5700
VA,2024-02,464758051.59999996,5975718,3367474,5867
AZ,2024-04,464568216.4699999,7490488,4344329,4188
NC,2022-08,464195626.81000006,12477050,8114678,8283
NC,2022-03,464001634.3299999,12823390,8147718,8423
AZ,2024-07,463947610.52,7039351,4165448,4031
FL,2022-08,463533503.02,15509002,8482922,12344
PA,2021-11,463313688.28000015,6699698,4444120,12752
OH,2022-08,462715217.35999995,10652953,7071070,8422
NJ,2018-05,462618000.38,8040436,5372065,7157
MI,2021-06,462412288.58999985,8165785,5374637,7597
PA,2021-01,462131578.9499999,7465471,4874083,12588
MO,2024-02,461404226.4100001,4968910,1705187,4397
NC,2021-09,459581922.0899999,12646571,7584112,8351
OH,2022-10,459368839.5,10877719,7018735,8526
NC,2022-09,457904483.9899999,12426782,7964660,8225
AZ,2023-09,457628161.17999995,7203561,4178607,4316
OH,2022-11,457417947.1200001,10926450,6999984,8459
PA,2022-07,456676477.4000002,5183326,3313375,11084
MI,2021-04,456053515.43999994,8317811,5575300,7642
FL,2021-05,455363188.74,12423718,6977282,11281
NJ,2018-09,455325570.7199999,7334660,4935720,6810
AZ,2024-03,455027606.8200001,7162872,4191527,4173
MO,2023-11,454708022.56999993,4757572,1628885,4341
NC,2022-05,454454175.05999994,12152642,7687731,8263
NJ,2018-07,454229827.75000006,7453018,5039914,6734
VA,2023-06,454225656.58000004,5994735,3330306,5915
VA,2023-09,453144815.0599999,5951078,3369006,5912
AZ,2022-04,453029742.24000007,7457423,4328071,4445
VA,2023-12,452464237.52,5682607,3201655,5756
VA,2024-06,452372463.63999987,5070493,2819316,5589
OH,2022-05,451882409.72999996,10238678,6661013,8598
AZ,2022-01,451858547.91999996,7489149,4394015,4328
MA,2024-11,451743238.08,6680015,3518043,5392
VA,2023-01,451241959.7899999,6133886,3491552,5940
PA,2022-01,450961096.2099999,5712533,3665582,11914
AZ,2023-11,450929894.98,6939699,4010974,4207
MI,2021-07,450301363.3699999,7921191,5194478,7385
MI,2022-02,449618716.63000005,7597091,5031838,7569
OH,2022-09,449356600.2800001,10396824,6817789,8509
NC,2021-08,449269248.0899998,11886538,7445986,8473
FL,2024-08,449229701.2800001,10614755,5961187,10869
MO,2023-03,448688824.3499999,5200433,1818204,4536
MI,2021-05,447496187.4599999,7939597,5231060,7569
NC,2023-02,447110515.15000004,12162004,8056637,8370
FL,2019-08,446606119.0300001,12460219,7154328,10719
OH,2021-09,445945731.45000005,10380442,6946783,8553
MO,2023-09,445799492.31,4686894,1629105,4293
VA,2022-08,445598894.29,5936556,3386176,5916
MO,2024-07,445500137.15999997,4632735,1428002,4067
MO,2024-10,444555107.37000006,4658591,1417964,4129
AZ,2024-02,443887573.6500001,7000122,4123859,4158
MO,2024-08,443594005.77000004,4626968,1463884,4125
NC,2022-12,443343057.07000005,12055346,7535253,8010
NC,2022-01,442673266.98999995,11788213,7498179,8072
NJ,2020-07,442481302.9100001,7794593,5680106,6648
FL,2021-01,442035025.33000004,12087230,6548828,10530
MO,2023-05,441840041.19,5055572,1745915,4427
MO,2023-12,441333267.18000007,4561538,1560736,4154
FL,2019-05,440387997.31999993,11958717,6708750,10488
FL,2024-06,440255029.55,10218412,5539043,10694
NC,2022-06,439283853.49,11884270,7588656,8173
FL,2020-09,439109638.2,11896590,6302359,10598
MO,2023-07,438650042.56,4582000,1544219,4141
MO,2024-06,438508056.30999994,4478560,1416992,4085
OH,2022-04,438482123.7800001,10000210,6566144,8586
FL,2021-07,437953244.88000005,12593021,7188667,10964
VA,2022-10,437719539.88000005,5985794,3461982,5832
OH,2021-10,437164372.42,10320761,6811319,8613
NC,2021-10,437149752.1,11535675,7243651,8310
NC,2021-12,436904911.07999974,11548821,7359569,8135
VA,2023-04,436471070.28,5808516,3262636,5897
FL,2019-07,436443571.2099999,11702725,6539477,10423
OH,2021-08,436401248.15000004,10103835,6769753,8392
PA,2020-12,436139179.1700001,6885082,4462464,11744
VA,2023-07,435804998.37000006,5735507,3149331,5837
NJ,2020-03,435535752.32000005,6369806,4121229,6552
OH,2022-06,434515543.34,9777768,6398036,8105
FL,2021-02,434062488.97000015,11737439,6466774,10789
AZ,2023-12,434009701.21000004,6456334,3735944,4060
AZ,2021-08,433913206.84000003,7750576,4711743,4449
MI,2024-11,433589583.73,6431579,4233700,6514
FL,2024-09,433452899.08,9792311,5390595,10378
FL,2022-09,433354271.17,13551767,7572519,11943
MI,2020-10,433289690.05999994,7972270,5209097,7324
OH,2021-11,433283420.49999994,10101741,6635282,8486
NC,2021-11,432224006.7299999,10904607,6992827,8206
FL,2024-10,432221325.3000001,9570183,5177211,10053
AZ,2024-09,432064094.6600001,6847275,3888661,4045
VA,2022-11,431994528.77,5904554,3423866,5819
AZ,2024-06,431852006.1900001,6531860,3877709,3977
OH,2021-03,431646878.6300002,10498593,6784682,8739
PA,2021-12,431017528.58,5746444,3710454,11860
OH,2020-01,430871247.42999995,10590110,6901116,8426
FL,2022-01,430803338.4500001,13597416,8032302,11850
MI,2021-01,430755032.08,7800117,5095874,7519
OH,2022-01,430624507.7899997,9786936,6437560,8365
NJ,2018-06,427335935.93000007,7426779,5026674,7045
NC,2022-04,427174430.41999996,11729988,7404618,8192
MO,2024-09,426417025.22999996,4357808,1382837,4101
OH,2021-12,426085506.23999983,9807301,6463434,8373
MI,2019-03,425720110.13999987,7739674,4976007,7554
OH,2022-12,425642078.45000017,10278522,6355846,8090
MI,2020-01,425042879.48,8321933,5489386,7680
TX,2024-12,424480976.8899999,6996170,3518385,8842
FL,2021-12,423830502.3199999,13541543,7993975,12060
FL,2019-04,423821830.28999996,11818760,6596372,10495
AZ,2021-12,423350606.6299999,7074519,4096342,4324
PA,2021-02,423198646.5799999,6769257,4394277,12078
MO,2023-01,422700514.97,4718413,1667456,4387
MI,2019-04,422580615.5299999,7633157,4951375,7616
MI,2019-10,422301448.60999995,8450786,5452841,7680
VA,2023-02,421258972.72999984,5713762,3296141,5868
MO,2023-06,420820723.3699999,4768684,1639482,4269
MI,2019-05,420526715.8000001,7581893,4846215,7439
FL,2019-09,420510868.93,11757697,6609573,10614
FL,2021-08,419859793.3100001,13474943,7923450,11225
AZ,2021-09,419066781.21,7450465,4446931,4423
FL,2019-03,419050881.7699999,11850625,6721554,10280
AZ,2021-10,418933703.70000005,7353507,4343323,4347
PA,2020-11,417543449.19,6641200,4395643,11441
NJ,2018-04,416909522.83000004,7605822,5207930,7062
MO,2023-04,416488838.12,4700763,1647246,4359
FL,2019-11,415650287.96000004,11204882,6325965,10443
AZ,2024-10,415424867.41999996,6479323,3770158,3948
VA,2022-09,415284214.9700001,5729353,3270308,5789
NC,2021-03,415268445.35,8399933,5421165,8358
NC,2022-07,415082172.84,11174365,7200592,8004
AZ,2021-11,414424733.45,7185825,4209539,4365
VA,2022-12,414006614.52000004,5494977,3069495,5718
FL,2020-04,413383519.10999995,8150868,3821533,8706
MI,2018-10,412352420.34,8048345,5363428,7583
NC,2022-02,411792943.6400001,11575945,7378294,8143
FL,2022-02,411409439.98999995,12977280,7778857,11823
AZ,2021-03,409950450.38,7444634,4339378,4471
FL,2019-06,409374301.17,10923176,6265282,10135
AZ,2022-02,408445903.99000007,6969323,4001082,4376
MO,2022-10,408385447.33,4609970,1591063,4365
MI,2020-12,407859800.18,7305768,4621970,7006
OH,2021-06,407778101.4900001,9408401,6150079,8057
OH,2021-04,407711376.2900001,9775649,6386079,8584
FL,2021-10,407668825.5900001,13361537,7677443,11632
MO,2022-11,407223023.07,4559675,1631742,4338
NJ,2020-06,407169364.19,6767381,4846031,6290
MI,2018-08,407153843.01,7777059,5128186,7651
OH,2022-07,406729072.8300001,8991987,5908698,7739
FL,2021-11,406428549.3100002,12976870,7518640,11855
MI,2021-02,406314643.84000003,7384161,4876597,7435
OH,2019-10,406034714.54,10701582,6812639,8555
NC,2021-07,405966785.98,11612368,7002417,8237
OH,2021-07,405716903.48,9239702,6044442,7970
AZ,2021-07,404810744.1700001,7082860,4235980,4308
NJ,2018-03,404513808.5999999,7370269,5030063,6937
MI,2020-09,404437556.3799999,7362795,4896863,7292
MI,2018-03,404359167.49999994,7988248,5327056,7665
VA,2024-11,404115912.88,4328560,2369505,4549
MI,2018-01,403946254.9,8055370,5485111,7766
AZ,2021-04,403707291.06999993,7252490,4233953,4400
FL,2019-12,403390198.05,10960078,6119816,10347
TX,2020-10,403096741.0000002,9122563,3942846,10651
AZ,2021-06,402419554.23999995,7122135,4264080,4339
OH,2020-10,401427988.54000014,9955399,6365187,8479
FL,2021-09,399241520.08,12941123,7476375,11018
VA,2022-07,398967201.48999995,5230568,2895898,5560
MN,2024-01,398600156.81,4146239,1987022,4610
PA,2022-02,398584487.0199999,5155646,3341757,11432
MO,2023-02,398266549.05,4510759,1609651,4326
MO,2022-08,398265361.23,4658760,1571399,4297
MI,2020-11,397929160.90999997,7233670,4663038,7025
MO,2022-12,397620608.95000005,4400703,1540498,4215
MI,2019-08,397564301.8400001,7442655,4846574,7492
MI,2018-05,397424565.3800001,7650323,5032428,7509
NJ,2018-01,396268969.23999995,7548286,5189838,6862
MI,2019-07,396171451.90999997,7341316,4704166,7317
MI,2020-08,395841786.15,7102647,4653845,7238
OH,2021-05,393886363.92999995,9226595,6012618,8493
AZ,2021-05,392238358.19,6923050,4067941,4326
NJ,2020-05,391937255.60999995,5015539,3027849,5289
FL,2024-11,391551398.6799999,8132348,4462472,9309
VA,2022-03,390911750.9,5916647,3345919,5911
MN,2023-05,390847751.0499999,4241419,2028702,4838
MI,2020-07,390087585.72000015,6936746,4536382,7064
MO,2022-09,389258962.43000007,4466440,1542063,4289
FL,2019-02,388797598.7299999,11382041,6470569,10100
FL,2022-07,387861286.07000005,12889409,6797911,11574
MI,2020-02,386917425.28999996,7441342,4887682,7376
OH,2022-02,386785155.72,8878112,5811780,8290
NC,2021-04,386700362.8399999,7766528,5066087,8415
MN,2024-04,386081050.61999995,3773752,1770061,4428
MI,2018-04,386077003.8199999,7444946,4907628,7517
MN,2023-03,385771658.96000004,4281607,2073798,4894
CO,2024-07,384653176.95000005,4720468,1864890,4810
MI,2018-07,384328723.21,7202511,4690603,7243
KY,2023-03,384192535.48,6562771,4162335,5049
MI,2019-09,383968277.5199999,7367910,4851767,7297
OH,2020-02,383224105.3700001,9315408,6069280,8306
NJ,2018-02,382500700.21000016,7154069,4959272,6862
OH,2020-12,382098442.72999996,8766199,5416740,8107
OH,2021-01,381555692.43,9064481,5755372,8403
NC,2021-06,381314108.6399999,7829079,5037607,8377
MI,2019-06,381129378.15000015,6950526,4366057,7191
NC,2020-10,380896319.39,7789448,4925426,7939
MI,2019-01,380735435.8,7404026,4823057,7499
CO,2024-10,380440520.89,4467072,1908514,4932
OH,2020-09,380227864.54,9347961,5969488,8367
NC,2021-01,379421634.87000006,7472323,4755342,7721
CO,2023-08,378643553.56999993,5340401,2327149,5291
CO,2024-08,378375388.96,4665808,1890058,4782
VA,2022-05,377625950.0799999,5565880,3158638,5757
MN,2024-03,377074222.59,3660651,1712770,4442
OH,2020-11,377039490.9299999,8770433,5533691,8214
MI,2019-12,376867988.78999996,7314070,4687183,7101
MI,2018-06,376667802.57,7101377,4632247,7320
MN,2022-03,376181950.77,4613855,2208934,4160
MN,2024-02,374635803.35999995,3813194,1811447,4514
MI,2018-11,374219222.73999995,7109832,4699020,7270
MN,2023-10,374039878.54000014,4006011,1959212,4711
MN,2024-05,374015426.51000005,3556668,1639623,4196
OH,2019-04,373782135.5199999,10129616,6380779,8590
MN,2024-10,373609878.4499999,3432646,1617705,4225
NC,2020-01,373151279.20000005,8129778,5139048,8066
OH,2019-05,372905751.96999997,9934810,6212750,8514
NC,2021-05,372627880.19000006,7410402,4776640,8379
OH,2018-10,372315798.47999984,10673721,6616902,8685
KY,2023-08,372007318.48,6189925,4028141,4909
MO,2024-11,371997894.01,3659802,1063669,3651
NC,2020-12,371759338.75000006,7168424,4420990,7520
OH,2019-08,371490913.76000005,9741032,6219506,8230
MI,2019-11,370874923.42,7232641,4636167,7225
AZ,2020-10,370787007.79999995,7020076,4094850,4264
FL,2020-05,370586184.04999983,9920132,4993838,9787
OH,2020-07,370428014.4,8919613,5643779,7620
CO,2023-05,370314125.94000006,5394815,2332090,5329
OH,2019-03,370220836.75000006,10146511,6435637,8488
KY,2023-10,369484955.48,5959177,3839445,4896
VA,2022-06,368745924.48,5376670,3053403,5695
AZ,2021-01,368551568.09000003,6471651,3738402,4234
MI,2018-09,368285286.58,7067079,4705422,7168
MO,2022-07,367482566.81,4149336,1366904,3970
MN,2023-08,367084496.12000006,3829665,1963290,4479
KY,2024-03,366849833.78999996,5807834,3699681,4854
OH,2018-05,366473291.8199999,9946954,6236763,8666
MI,2019-02,366373870.2299998,6887235,4435126,7292
KY,2024-02,365285616.68,6024959,3843673,4877
OH,2020-08,365110579.69000006,8897451,5640115,7812
OH,2019-09,364622717.89,9553959,6083726,8374
AZ,2020-12,364612546.53,6485261,3764446,4212
MN,2022-05,364097065.02000004,4256631,2004396,4053
MI,2020-06,363210112.4400001,6370117,4126063,6810
VA,2022-04,362490434.8,5349043,3021391,5713
MN,2023-11,362052777.8900001,3752077,1835576,4560
NC,2020-09,361884828.71,7323908,4629966,7756
NC,2019-10,361589596.25999993,8075246,4993617,8210
KY,2023-05,361496895.52,6055367,3812741,4919
AZ,2020-01,361405902.03,7215995,4191532,4358
KY,2024-01,361385792.09999996,5726907,3672897,4803
MI,2018-02,361174510.01,7150194,4855399,7455
CO,2024-09,361024707.41,4402016,1786569,4777
OH,2018-03,360712967.67,10110618,6324207,8807
VA,2021-08,360088871.16999996,5548922,3192052,5742
VA,2021-07,359740555.69,5259904,2928421,5552
NC,2021-02,359548089.5199998,7040189,4501257,7768
OH,2019-07,359503463.32000005,9414972,5923735,7877
MN,2023-01,358935023.94,3926669,1898446,4722
CO,2023-10,358920897.9100001,5190691,2267167,5315
OH,2020-06,358571749.59,8457682,5297435,7462
VA,2021-10,358108338.53,5555152,3139881,5692
CO,2024-04,357649341.94,4866878,1948914,4937
FL,2020-06,357439927.97,12131154,6611794,10819
MN,2023-06,357383880.3900001,3682605,1871533,4588
NC,2020-11,357083659.0600001,6984307,4369618,7539
KY,2023-01,356685429.46,6170125,3927700,4953
OH,2018-01,356667301.85999995,10328832,6327570,8605
CO,2023-03,356457676.07,5309153,2415314,5398
MI,2018-12,356323155.9500001,6644394,4358824,6969
AZ,2021-02,356241784.99000007,6449521,3772692,4254
KY,2024-10,355349141.3299999,5158256,3360162,4563
VA,2021-09,355074202.21000004,5487322,3153084,5713
OH,2018-04,355038932.84,9818757,6160692,8706
KY,2024-08,354736795.22,5227289,3467975,4673
KY,2023-11,353948449.79999995,5711503,3729250,4809
NC,2020-07,353663710.50000006,6966156,4311760,7374
KY,2024-05,353083298.41999996,5281295,3374977,4762
VA,2021-12,352304317.45000005,5406093,3024197,5610
CO,2024-01,352024340.03,5200000,2088275,5016
FL,2020-08,351992655.2400002,11317573,5967875,10343
KY,2024-04,351886060.31,5465698,3498019,4814
MN,2022-04,351743227.82,4203391,2005253,4048
KY,2023-09,351667014.8899999,5689334,3713061,4840
CO,2024-05,351039342.71999997,4727787,1830069,4841
OH,2018-08,350998134.3300001,10037323,6281180,8489
MN,2023-04,350881226.85999995,3780267,1835400,4720
MN,2024-07,350204683.02000004,3182855,1480759,3948
MN,2023-12,350102617.25,3488738,1682480,4383
CO,2023-07,349919143.07,4720691,2024219,4999
NJ,2020-04,349591677.48,3904406,2039642,4811
OH,2019-11,349294525.91,8982798,5704778,8202
OH,2021-02,348838148.2499999,8267997,5252924,8213
MN,2023-09,348616521.48999995,3628663,1800216,4507
NC,2020-08,348305112.04,6917661,4328442,7493
OH,2019-12,348228970.4500001,8890842,5647581,7993
MN,2022-01,348051605.66999996,4317720,2101469,3939
CO,2023-06,347816052.01000005,4812736,2151511,5160
VA,2021-11,345546451.07000005,5315033,2970169,5650
NC,2019-01,345453592.61,7802191,4751306,8131
MN,2022-06,344815734.0000001,3904678,1939624,3912
AZ,2020-11,344736615.19,6319275,3688145,4197
IL,2024-04,344561496.18,6372192,4264585,18945
MI,2020-03,344475936.6400001,6109263,3824796,6660
KY,2022-08,343657284.34,5945230,3861198,4884
CO,2024-03,343630014.0900001,4740463,1851653,4751
MN,2021-03,343440931.19,4585768,2227119,4003
NC,2019-05,343374932.1900001,7540093,4478849,8053
FL,2019-01,343288817.82000005,10319751,5609011,9170
KY,2024-09,342809293.30000013,4980058,3289764,4586
AZ,2019-10,342618543.46,7283249,4208409,4347
MN,2021-10,341880124.57,4454686,2211457,4054
MN,2022-10,340997557.75000006,3867230,1880364,4714
MN,2022-11,340878630.08,3845412,1897101,4592
MN,2024-09,340392206.11,3024034,1445711,4068
OH,2020-03,340266377.72999996,7927617,4862105,7818
CO,2024-02,340181114.84999996,4987705,1977184,4960
KY,2022-11,340043930.68000007,6030941,3926385,4838
MN,2024-08,339714552.75000006,3077261,1492550,3903
CO,2023-11,339676370.29999995,4826560,2090699,5059
NC,2019-08,339649483.6600001,7419098,4516177,7931
KY,2023-12,339358977.98999995,5210087,3425308,4619
NC,2018-10,339324181.19000006,7831172,4785623,8268
AZ,2020-07,339177453.99,6139941,3563137,4083
VA,2022-01,339148342.38,5085632,2885027,5566
MN,2021-11,338513834.54,4395030,2168646,4005
AZ,2020-08,338166725.16999996,6246834,3651176,4159
NC,2019-03,337870557.59999996,7435691,4500456,7992
CO,2023-09,337564821.39,4796941,2048759,5095
